FIRING_HEADER_ROW,Ignition Event Time,Number Of Devices,Duration,Device Delay,Prefire Delay,Effect Name,Caliber,Position Name,Animation Description,Angles,Module Address,Slat Address,Pin Address,Product ID,Manufacturer Product ID,Animation ID,Location Primary,Location Secondary,Price Per Device,Mortar Caliber,Track Identifier
FIRING_DATA_ROW,2212.513,1,1.84,0,3.02,Palm w/ Green Pistil,"3""",32 Rack B,Palm w/ Green Pistil,,0,3,5,Mortar green palm,,,,,,,
FIRING_DATA_ROW,2213.029,1,1.84,0,3.02,Palm w/ Green Pistil,"3""",32 Rack B,Palm w/ Green Pistil,,0,2,14,Mortar green palm,,,,,,,
FIRING_DATA_ROW,2217.234,1,0.25,0,0,Cremora Fireball Medium,,Board 2,Cremora Fireball Medium,1,1,0,11,GFX1003,GFX1003,,,,15,,
FIRING_DATA_ROW,2217.234,1,0.25,0,0,Cremora Fireball Medium,,Board 5,Cremora Fireball Medium,1,1,3,12,GFX1003,GFX1003,,,,15,,
FIRING_DATA_ROW,2225.72,1,1.84,0,3.02,Palm w/ Green Pistil,"3""",50 Finale Rack,Palm w/ Green Pistil,4,4,3,11,Mortar green palm,,,,,,,
FIRING_DATA_ROW,2245.88,1,22.84,0,3.02,36 Shot White Peony Cake,"3""",Board 8,22.84s 36 Shot White Peony Cake (6 Rows),3,3,3,5,gm428 of gm433,,,,,,,
FIRING_DATA_ROW,2246.529,1,22.84,0,3.02,36 Shot Blue Peony Cake,"3""",Board 13,22.84s 36 Shot Blue Peony Cake (6 Rows),4,4,5,0,gm429 of 433,,,,,,,
FIRING_DATA_ROW,2247.529,1,22.84,0,3.02,36 Shot Crackling Red Peony Cake,"3""",Board 11,22.84s 36 Shot Red Peony Cake (6 Rows),4,4,3,10,gm427 of gm433,,,,,,,
FIRING_DATA_ROW,2248.529,1,22.84,0,3.02,36 Shot Crackling Gold Peony Cake,"3""",Board 13,22.84s 36 Shot Crackling Gold Peony Cake (6 Rows),4,4,5,4,gm477 from gm433,,,,,,,
FIRING_DATA_ROW,2272.125,1,18.41,0,3.02,20 Shot Crackling Palm Fan Cake,"3""",Board 12,18.41s 20 Shot Crackling Palm Fan Cake (5 Rows),4,4,4,7,thunderbird flyby,,,,,,,
FIRING_DATA_ROW,2293.204,1,18.41,0,3.02,20 Shot Crackling Palm Fan Cake,"3""",Board 11,18.41s 20 Shot Crackling Palm Fan Cake (5 Rows),4,4,3,5,thunderbird flyby,,,,,,,
FIRING_DATA_ROW,2315.683,1,10.69,0,0,25 Shot Silver Spinners Cake Z Shape,"5""",Board 8,10.69s 25 Shot Silver Spinners Cake Z Shape (5 Rows),3,3,3,11,10015 25 shot silver swirl 525,,,,,,,
FIRING_DATA_ROW,2321.386,1,10.69,0,0,25 Shot Silver Spinners Cake Z Shape,"5""",Board 13,10.69s 25 Shot Silver Spinners Cake Z Shape (5 Rows),4,4,5,6,10015 25 shot silver swirl 525,,,,,,,
FIRING_DATA_ROW,2329.082,1,10.69,0,0,25 Shot Silver Spinners Cake Z Shape,"5""",Board 10,10.69s 25 Shot Silver Spinners Cake Z Shape (5 Rows),3,3,5,8,10015 25 shot silver swirl 525,,,,,,,
FIRING_DATA_ROW,2329.082,1,10.69,0,0,25 Shot Silver Spinners Cake Z Shape,"5""",Board 11,10.69s 25 Shot Silver Spinners Cake Z Shape (5 Rows),4,4,3,0,10015 25 shot silver swirl 525,,,,,,,
FIRING_DATA_ROW,2343.705,1,31,0,0,704 Shot Varg Comet w/ Dragon Eggs Cake Z Shape,"3""",Board 9,31s 704 Shot Variegated Comet w/ Dragon Eggs Cake Z Shape (32 Rows),3,3,4,8,Megablaster,,,,,,,
FIRING_DATA_ROW,2379.924,1,6,0,1,36 Shot Blue Peony Cake,"3""",Board 8,6s 36 Shot Blue Peony Cake Z Shape (6 Rows),3,3,3,1,36 Shot Blue Peony (8 second),,,,,,,
FIRING_DATA_ROW,2379.924,1,6,0,1,36 Shot Blue Peony Cake,"3""",Board 13,6s 36 Shot Blue Peony Cake Z Shape (6 Rows),4,4,5,3,36 Shot Blue Peony (8 second),,,,,,,
FIRING_DATA_ROW,2381.996,1,22.84,0,3.02,36 Shot White Peony Cake,"3""",Board 8,22.84s 36 Shot White Peony Cake (6 Rows),3,3,3,10,gm428 of gm433,,,,,,,
FIRING_DATA_ROW,2388.836,1,6,0,1,36 Shot Blue Peony Cake,"3""",Board 9,6s 36 Shot Blue Peony Cake Z Shape (6 Rows),3,3,4,7,36 Shot Blue Peony (8 second),,,,,,,
FIRING_DATA_ROW,2397.476,1,6,0,1,36 Shot Blue Peony Cake,"3""",Board 11,6s 36 Shot Blue Peony Cake Z Shape (6 Rows),4,4,3,0,36 Shot Blue Peony (8 second),,,,,,,
FIRING_DATA_ROW,2404.093,1,8.2,0,1,36 Shot Crackling Gold Peony Cake Z Shape,"3""",Board 10,8.2s 36 Shot Crackling Gold Peony Cake Z Shape (6 Rows),3,3,5,6,434A 36shot z Quick Crackle,,,,,,,
FIRING_DATA_ROW,2412.938,1,14.02,0,0.4,12 Shot Silver Whirl Cake,"3""",Board 10,14.02s 12 Shot Silver Whirls Cake (1 Row),3,3,5,0,512 12s Silver Swirl Aerial,,,,,,,
FIRING_DATA_ROW,2414.438,1,14.02,0,0.4,12 Shot Silver Whirl Cake,"3""",Board 11,14.02s 12 Shot Silver Whirls Cake (1 Row),4,4,3,3,512 12s Silver Swirl Aerial,,,,,,,
FIRING_DATA_ROW,2415.938,1,14.02,0,0.4,12 Shot Silver Whirl Cake,"3""",Board 12,14.02s 12 Shot Silver Whirls Cake (1 Row),4,4,4,3,512 12s Silver Swirl Aerial,,,,,,,
FIRING_DATA_ROW,2417.438,1,14.02,0,0.4,12 Shot Silver Whirl Cake,"3""",Board 13,14.02s 12 Shot Silver Whirls Cake (1 Row),4,4,5,5,512 12s Silver Swirl Aerial,,,,,,,
FIRING_DATA_ROW,2418.938,1,14.02,0,0.4,12 Shot Silver Whirl Cake,"3""",Board 8,14.02s 12 Shot Silver Whirls Cake (1 Row),3,3,3,0,512 12s Silver Swirl Aerial,,,,,,,
FIRING_DATA_ROW,2420.438,1,14.02,0,0.4,12 Shot Silver Whirl Cake,"3""",Board 9,14.02s 12 Shot Silver Whirls Cake (1 Row),3,3,4,9,512 12s Silver Swirl Aerial,,,,,,,
FIRING_DATA_ROW,2440.991,1,18.32,0,3.02,30 Shot Gold Mine To Brocade Crown Cake Z Shape,"3""",Board 8,18.32s 30 Shot Gold Mine To Brocade Crown Z Shape Cake (6 Rows),3,3,3,2,GM585A,,,,,,,
FIRING_DATA_ROW,2440.991,1,18.32,0,3.02,30 Shot Gold Mine To Brocade Crown Cake Z Shape,"3""",Board 13,18.32s 30 Shot Gold Mine To Brocade Crown Z Shape Cake (6 Rows),4,4,5,1,GM585A,,,,,,,
FIRING_DATA_ROW,2463.071,1,1.84,0,3.02,Palm w/ Green Pistil,"3""",48 Finale Rack,Palm w/ Green Pistil,2,2,0,14,Mortar green palm,,,,,,,
FIRING_DATA_ROW,2464.367,1,1.84,0,3.02,Palm w/ Green Pistil,"3""",54 Finale Rack,Palm w/ Green Pistil,,0,1,13,Mortar green palm,,,,,,,
FIRING_DATA_ROW,2468.226,1,1.53,0,3.02,Green Peony,"3""",16 Rack 1,Green Peony,4,4,5,13,Mortar Green Peony,,,,,,,
